B09-F15_21, 585, 497.89, 433.987, 12.5, 11.0996321428, 41.5926683217
B09-F15_25, 585, 497.89, 33.987, 12.5, 11.0996321428, 41.5926683217
B09-F16_8, 1321, 369.631, 307.366, 33.6998, 11.0156555808, 41.5940281797
B09-F16_12, 1331, 592.961, 465.997, 31.25, 11.0160835831, 41.6023778492
B09-F16_16, 1331, 592.961, 65.9973, 31.25, 11.0160835831, 41.6023778492
B09-F16_27, 1238, 141.223, 457.354, 37.182, 11.0463776493, 41.6164881453
B09-F17_4, 1333, 112.555, 365.918, 22.5, 10.9771355508, 41.6016439152
B09-F17_4, 1349, 721.847, 460.781, 28.75, 10.967511772, 41.6062874483
B09-F17_8, 1349, 721.847, 60.7813, 28.75, 10.967511772, 41.6062874483
B09-F17_9, 1331, 93.38, 467.093, 31.25, 11.0160835831, 41.6023778492
B09-F17_13, 1331, 93.38, 67.0933, 31.25, 11.0160835831, 41.6023778492
B09-F17_13, 1338, 488.55, 344.82, 41.8255, 11.0114777695, 41.6081347087
B09-F17_14, 1334, 605.006, 120.856, 16.25, 10.9972035753, 41.6094825061
B09-F17_14, 1335, 707.873, 237.718, 22.1314, 10.9963408629, 41.6115463755
B09-F17_15, 1335, 82.8732, 237.718, 22.1314, 10.9963408629, 41.6115463755
B09-F17_15, 1340, 377.024, 326.092, 20.0, 10.9920165294, 41.614329252
B09-F17_16, 1336, 582.985, 186.716, 24.579, 10.9768601953, 41.6172533861
B09-F17_18, 1348, 166.051, 354.384, 33.1196, 11.0094402062, 41.6150404088
B09-F17_20, 1345, 198.858, 208.82, 32.5, 10.9865685847, 41.6204403929
B09-F17_21, 1341, 420.26, 233.076, 28.6508, 11.0178392806, 41.6164806365
B09-F17_21, 1342, 390.807, 295.25, 27.5, 11.0188091597, 41.6171029374
B09-F17_23, 1343, 626.342, 269.624, 16.25, 10.9934028607, 41.6251717636
B09-F17_23, 1344, 679.752, 272.137, 61.9074, 10.992515254, 41.6255053313
B09-F17_24, 1344, 54.7522, 272.137, 61.9074, 10.992515254, 41.6255053313
B09-F17_26, 1265, 398.524, 408.647, 25.0, 11.0119525543, 41.6271923629
B09-F17_27, 1266, 265.641, 405.846, 29.3968, 11.0035782514, 41.6299376294
